Date,Stars,Sentiment_rating,Details,Text,Remark
1-3W,4-stars or above,Positive,Positive,Very fun....best yet,
1-3W,4-stars or above,Positive,Positive,So far so good!,
1-3W,4-stars or above,Positive,Positive,I have found fun and winning slots. I recommend these slots to all my friends.,
1-3W,4-stars or above,Positive,Positive,"Fun,winning!!!",
1-3W,4-stars or above,Graphic,美術好評,"Great graphics & fun games with nice payouts , let's hope it continues, so many apps start out great & then do nothing but take take take, I really like the games on this app so I really hope it stays true to what it is now !",
1-3W,4-stars or above,Positive,Positive,Enjoy,
1-3W,4-stars or above,Positive,Positive,Good game,
1-3W,4-stars or above,Positive,Positive,I enjoy playing the game!,
1-3W,4-stars or above,Positive,Positive,So far so great! Love the games and graphics.,
1-3W,4-stars or above,Positive,Positive,Great,
1-3W,4-stars or above,Positive,Positive,Ggg,
1-3W,4-stars or above,Positive,Positive,Yahoo fun,
1-3W,3-stars or below,Positive,個人意見,Noob Noob noob,
1-3W,3-stars or below,Numerical,賠率差,Dont pay,
1-3W,3-stars or below,Technician Issues,閃退或卡死,Keep freezing,
1-3W,3-stars or below,Technician Issues,加載問題,Runs slow and keep having to initialize,
1-3W,3-stars or below,Numerical,賠率差,I thought it was beautiful and relaxing got up to 300 million in 3 hours our purchased coins and lost all but 79 million in 20 minutes no bonuses and raise bet and I'm pissed don't bother they want money,
1-3W,3-stars or below,Numerical,賠率差,When you bet high you lose everything qas a nice game otherwise,
1-3W,3-stars or below,Numerical,賠率差,You win the first hour of play than you lose than they ask you to buy ...good luck with that .I am gone.,
1-3W,3-stars or below,Positive,個人意見,Beggar,
1-3W,3-stars or below,Technician Issues,閃退或卡死,RIDICULOUS!! CONSTANTLY kicks you off! There's absolutely NOTHING wrong with my connection!! You have all these options to buy things... I'll save my money until you figure out what's wrong on your end! Please fix the problem/glitches!!,
1-3W,3-stars or below,Numerical,賠率差,Boring what's the point of playing if you can't win anything,
1-3W,3-stars or below,Technician Issues,閃退或卡死,Keeps freezing sucks,
1-3W,3-stars or below,Numerical,賠率差,"No jackpots, no wins, no nothing. Reels are rigged. Bonuses don't exist. 2 billion gone in no time. Don't download. You've been warned.",
1-3W,3-stars or below,Technician Issues,加載問題,"Ok 3 stars, too many ads right in the middle of a game, internet sucks and game lost. When logging back in 5 ads right in a row to look at, finishing my coins out and uninstalling",
1-3W,3-stars or below,Technician Issues,閃退或卡死,"Good game, keeps crashing.",
12-27W,4-stars or above,Positive,Positive,Fun,
12-27W,4-stars or above,Numerical,賠率好,Big easy wins,
12-27W,4-stars or above,Positive,個人意見,Summer,
12-27W,4-stars or above,Positive,Positive,Fun game so far,
12-27W,4-stars or above,Positive,Positive,One of the most funnest games I've ever played thank you,
12-27W,4-stars or above,Positive,Positive,Love it,
12-27W,4-stars or above,Positive,Positive,So far so good,
12-27W,4-stars or above,Positive,Positive,"Perfect
",
12-27W,4-stars or above,Positive,Positive,Love it.,
12-27W,4-stars or above,Positive,Positive,Love this game.... There are ads but that's how they make their money,
12-27W,4-stars or above,Numerical,賠率好,Is fun good pay outs,
12-27W,4-stars or above,Positive,個人意見,From now on,
12-27W,4-stars or above,Positive,Positive,Ok,
12-27W,4-stars or above,Positive,Positive,I haven't been playing very long. But so far I have really enjoyed the game. Its pretty awesome game,
12-27W,4-stars or above,Positive,Positive,"Best slots game out
",
12-27W,4-stars or above,Graphic,美術好評,"Good wins, fun games. Graphics are really good.",
12-27W,4-stars or above,Positive,Positive,I'll give it four and a half Stars,
12-27W,4-stars or above,Numerical,賠率好,VERY WELL MADE GAME. THE PAY OUTS ARE VERY CONSISTENT AND THE GAMES ARE REALLY REALLY FUN!!!!! P.S. Do yourself a favor and download this game now. Lol.,
12-27W,4-stars or above,Positive,Positive,Super game,
12-27W,4-stars or above,Positive,Positive,So far so good. Good wins good graphics. No issue,
12-27W,4-stars or above,Positive,Positive,Real fun game,
12-27W,4-stars or above,Positive,Positive,"So far this is my favorite slot game to play!!!

",
12-27W,4-stars or above,Positive,Positive,Love it all,
12-27W,4-stars or above,Positive,Positive,Great,
12-27W,4-stars or above,Positive,Positive,Great fun,
12-27W,4-stars or above,Positive,Positive,It's fun,
12-27W,4-stars or above,Positive,Positive,Tooop,
12-27W,4-stars or above,Positive,Positive,Great game,
12-27W,4-stars or above,Positive,Positive,Fffbun,
12-27W,4-stars or above,Numerical,賠率好,Fun game and lots of good pay outs,
12-27W,4-stars or above,Positive,Positive,Good game,
12-27W,4-stars or above,Positive,Positive,And the prize is won by a victor,
12-27W,4-stars or above,Positive,Positive,Fun,
12-27W,4-stars or above,Positive,Positive,Great ,
12-27W,4-stars or above,Positive,Positive,The game is super reminiscent of real slot machines,
12-27W,4-stars or above,Positive,Positive,"I think this game is ok 👌
",
12-27W,4-stars or above,Positive,Positive,Fun fun fun.,
12-27W,4-stars or above,Graphic,美術好評,Fun. Obviously new. Graphics are creative,
12-27W,4-stars or above,Positive,活動有挑戰性,Nice graphics. Love that it has this mini games or challenges to keep you going even if you lost them all!,
12-27W,4-stars or above,Positive,Positive,Lots of cash,
12-27W,4-stars or above,Positive,Positive,"Fun
",
12-27W,4-stars or above,Positive,個人意見,"€€
",
12-27W,4-stars or above,Positive,評論與星級不符,I've enjoyed the game and the slots are fun .,
12-27W,3-stars or below,Technician Issues,閃退或卡死,Keep getting kicked out of app plus way to many ads I understand you have to have them but way too many,
12-27W,3-stars or below,Positive,需問詳情,Your game will not allow you to scroll through the various games.,
12-27W,3-stars or below,Numerical,賠率差,First time playing it went great. 2nd day barely any wins.,
12-27W,3-stars or below,Numerical,賠率差,"Analogue of many similar applications. At first it is pleasant to play, then the percentage of winnings drops catastrophically, and begging for money begins. I delete and do not advise anyone, waste your time",
12-27W,3-stars or below,Numerical,開始時的balance及bet太低,start balance and bet amounts too low to even consider.,
12-27W,3-stars or below,Numerical,賠率差,"Game sucks u bet high u get really low money, and when I want to play a different game, I'm hitting it but doesn't do nothing, deleting game really really really sucks, fix it u lazy bums",
12-27W,3-stars or below,Technician Issues,閃退或卡死,Keeps throwing you out of the game worst than adds apart from that a good game it's a shame really would like to give you 5 stars,
12-20W,4-stars or above,Positive,Positive,"Pretty decent payouts, we'll see how it goes as I progress. Having fun so far.",
12-20W,4-stars or above,Positive,Positive,Great games,
12-20W,4-stars or above,Positive,Positive,Great games many big pays,
12-20W,4-stars or above,Positive,Positive,Amazing Fun,
12-20W,4-stars or above,Positive,Positive,Like the game because no adds for other games,
12-20W,4-stars or above,Positive,Positive,All around fun,
12-20W,4-stars or above,Positive,Positive,Great game,
12-20W,4-stars or above,Positive,Positive,Spin spin spin…..WIN WIN WIN,
12-20W,4-stars or above,Numerical,賠率好,Love this game lots of wins. Lots of enjoyment,
12-20W,4-stars or above,Numerical,賠率好,"Lots of Fun Games, Free Coins, Bonus Games, Pay-Outs are Great!!! I would recommend this to my friends. Thank You!!!",
12-20W,4-stars or above,Positive,Positive,Ok,
12-20W,4-stars or above,Graphic,美術好評,"Great graphics and variety of games
",
12-20W,4-stars or above,Positive,Positive,Love it,
12-20W,4-stars or above,Positive,Positive,So far so good,
12-20W,4-stars or above,Positive,Positive,Fun to play,
12-20W,4-stars or above,Positive,Positive,Cool,
12-20W,4-stars or above,Positive,Positive,"Will go

",
12-20W,4-stars or above,Positive,Positive,"By far, the best casino I have played online!!",
12-20W,4-stars or above,Positive,Positive,Nice,
12-20W,4-stars or above,Positive,Positive,"Probably the best slots game on here. No forced ads.
",
12-20W,4-stars or above,Positive,Positive,Fun to play and win,
12-20W,4-stars or above,Positive,Positive,Love it so much fun,
12-20W,4-stars or above,Positive,Positive,Great Xmas slots alot of fun,
12-20W,4-stars or above,Numerical,賠率好,"So far so good,just hope the game does not stop the wins around 5 days in like ALL the other apps do. Stay fair is all us players want.",
12-20W,4-stars or above,Positive,Positive,Very delightful,
12-20W,4-stars or above,Positive,Positive,Very good game Yo will love it.,
12-20W,4-stars or above,Positive,Positive,"Super fun

",
12-20W,4-stars or above,Graphic,美術好評,Good layout,
12-20W,4-stars or above,Positive,Positive,I Love This Game Very Much,
12-20W,4-stars or above,Positive,Positive,"Fun slots! Wish you had more to choose from.
",
12-20W,4-stars or above,Positive,Positive,"This game is awesome

",
12-20W,4-stars or above,Positive,Positive,Very good game... I highly recommend it... it's very entertaining,
12-20W,4-stars or above,Positive,Positive,Hours of fun,
12-20W,4-stars or above,Positive,Positive,Great game I'm addicted ,
12-20W,4-stars or above,Positive,Positive,Love this game so much fun,
12-20W,4-stars or above,Positive,Positive,Love it,
12-20W,4-stars or above,Positive,Positive,Good,
12-20W,4-stars or above,Positive,Positive,very good and fun,
12-20W,4-stars or above,Positive,Positive,I like the slots machines,
12-20W,4-stars or above,Positive,Positive,Good,
12-20W,4-stars or above,Positive,Positive,"Sofar so good. Having a blast.

",
12-20W,4-stars or above,Positive,Positive,Great app! Lots of games and easy to win!,
12-20W,4-stars or above,Positive,Positive,It's fun,
12-20W,4-stars or above,Positive,Positive,So far so good. I'll see after I play for awhile.,
12-20W,4-stars or above,Positive,Positive,Good game enjoyable,
12-20W,4-stars or above,Positive,Positive,Ok,
12-20W,4-stars or above,Positive,Positive,Awesome,
12-20W,4-stars or above,Positive,Positive,Wonderful,
12-20W,4-stars or above,Positive,Positive,"Of all the slots I've played, this app is consistent. In big wins, YOU chose to watch ads, which is a good trait. We know this is how they make their money, so pay them if u are enjoying the slots. And I know u will. Give THIS app a shot. Not bad at all. Actually very entertaining. Good job developers. Somebody was thinking about the entertainment as well as revenue.",
12-20W,4-stars or above,Positive,Positive,"Fun, exciting and enjoyable",
12-20W,4-stars or above,Positive,Positive,Ok,
12-20W,3-stars or below,Numerical,賠率差,"After a level you just lose! Anyway, the graphics are beautiful! But that's not how we play !!",
12-20W,3-stars or below,General Questions,cashout,"Have fun, can't you see a place to exchange coins?",
12-13W,3-stars or below,Technician Issues,閃退或卡死,I'm getting tired of this game freezing. I have to uninstall and reinstall several times. FIX THIS PROBLEM!!!!!!,
12-13W,3-stars or below,Advertising,廣告太多,Bombarded w ads right off the bat. Didn't like having to bet max. Winnings are not that great. Just installed and turning it loose. Bye Looks good and colorful!,
12-13W,3-stars or below,Numerical,賠率差,The game was really fun when you first start playing but as your rank gets higher winning a hand is not often. May have to delete and find a new game. The questions asked about the game are stupid. yes you give free coins but they don't last long if your constantly loosing.,
12-13W,4-stars or above,Positive,Positive,great,
12-13W,4-stars or above,Positive,Positive,Awesome,
12-13W,4-stars or above,Graphic,美術好評,Great graphics and variety of games,
12-13W,4-stars or above,Numerical,賠率好,Crazy fun lots of big wins,
12-13W,4-stars or above,Positive,Positive,Best Slots games ever,
12-13W,4-stars or above,Positive,Positive,It's awesome,
12-13W,4-stars or above,Positive,Positive,Excellent fun game,
12-13W,4-stars or above,Positive,Positive,Just started playing this game.,
12-13W,4-stars or above,Positive,Positive,Unique and fun,
12-13W,4-stars or above,Numerical,賠率差,Entertaining but when you raise more money it gives you less prizes,
12-13W,4-stars or above,Numerical,賠率差,"Fun, beautiful pictures, everything is good except! It's very difficult to get into free games.",
12-13W,4-stars or above,Positive,Positive,Very good,
12-13W,4-stars or above,Positive,Positive,Nice wins,
12-13W,4-stars or above,Positive,Positive,having a lot of fun with this apt. great games,
12-13W,4-stars or above,Positive,Positive,Love playing the games,
12-13W,4-stars or above,Positive,Positive,nice,
12-13W,4-stars or above,Positive,Positive,go,
12-13W,4-stars or above,Positive,Positive,Love this game!!,
12-13W,4-stars or above,Positive,Positive,Awesome game,
12-13W,4-stars or above,Positive,Positive,Great,
12-13W,4-stars or above,Positive,Positive,good,
12-13W,4-stars or above,Positive,Positive,Just started but so far so good,
12-13W,4-stars or above,Numerical,賠率好,Fun time...lots of winning going on,
12-13W,4-stars or above,Positive,Positive,Fun,
12-13W,4-stars or above,Positive,Positive,Ok,
12-13W,4-stars or above,Positive,Positive,Fun,
12-13W,4-stars or above,Positive,Positive,"Fun to play and WIN...
",
12-13W,4-stars or above,Positive,Positive,Ok,
12-13W,4-stars or above,Positive,Positive,Love the games and visual features,
12-13W,4-stars or above,Positive,Positive,Awesomely amazing and addictive,
12-13W,4-stars or above,Positive,Positive,Awesome,
12-13W,4-stars or above,Positive,Positive,So far so good,
12-13W,4-stars or above,Positive,Positive,"Just started so far I'm liking it

",
12-13W,4-stars or above,Positive,Positive,Wonderful to play,
12-13W,4-stars or above,Technician Issues,閃退或卡死,"It's fun, but seems to freeze up",
12-13W,4-stars or above,Positive,Positive,Nice,
12-13W,4-stars or above,Positive,Positive,So far......,
12-13W,4-stars or above,Positive,Positive,Amazing play!!,
12-13W,3-stars or below,Positive,賠率差,My phone is locked while playing the game⚠️📱 I am unable to use my phone⚠️ I hope you solve the problem with the game as soon as possible..🙏,
12-13W,3-stars or below,Numerical,賠率差,So slow and the🤏 pay🤏 is not worth the time...$10000 is NOT an epic win..sucks 👎👎👎👎👎 if I could I would give it 0 stars..,
12-13W,3-stars or below,Numerical,賠率差,"Interestingly, it's a pity that it doesn't give all the gains, only the extra ones, the situation is annoying, which makes me uninstall it soon!",
12-13W,3-stars or below,Numerical,賠率差,PAY THEN STOP!! U DON'T PAY I DON'T PLAY!!!,
12-13W,3-stars or below,Numerical,賠率差,"Level 165. Not got a single gem. Mission passes not being paid. Free spins and bonus wins, more chance of Derby County staying up. This game is absolute worthless. Gonna get a message from provider saying random wins blah, blah. Try playing the game you plonkers. Don't bother replying game coming off. TOO BROKEN. Les Thomas.",
12-13W,3-stars or below,Numerical,賠率差,"This game sucks spent over 100+ million and got no type of bonus or respin nothing, just a waste of time. Would not recommend to any of my friends, always a cash grab, doesn't even make it fun to play.",
12-06W,3-stars or below,Numerical,賠率差,"This game used to be fun. Now, the cards for the wonder album are a joke. It has been weeks since I received new or gold cards. I would also like to see new games more often.",
12-06W,3-stars or below,Advertising,廣告卡死,Can't get the ads to end done playing this game,
12-06W,4-stars or above,Positive,Positive,Addictive and fun to play,
12-06W,4-stars or above,Positive,Positive,Great to pass the time....,
12-06W,4-stars or above,Numerical,賠率好,Good game... Always Mega win is enough...,
12-06W,4-stars or above,Positive,Positive,This is great... Thank you.,
12-06W,4-stars or above,Positive,Positive,Fun slots,
12-06W,4-stars or above,Positive,Positive,nice game,
12-06W,4-stars or above,Positive,Positive,Handsome,
12-06W,4-stars or above,Positive,Positive,SUPER GOOD GAME,
12-06W,4-stars or above,Positive,Positive,Lots of fun.,
12-06W,4-stars or above,Positive,Positive,Love the game,
12-06W,4-stars or above,Positive,Positive,Ok,
12-06W,4-stars or above,Positive,Positive,Great game,
12-06W,4-stars or above,Positive,Positive,Awesome,
12-06W,4-stars or above,Positive,Positive,Hmm not a bad app,
12-06W,4-stars or above,Positive,Positive,very nice casino game,
12-06W,4-stars or above,Positive,Positive,Great,
12-06W,4-stars or above,Positive,Positive,Amazing game lots of fun,
12-06W,4-stars or above,Positive,Positive,Awesome,
12-06W,4-stars or above,Positive,Positive,Good game is very fast and you win a lot,
12-06W,4-stars or above,Positive,Positive,Suppi,
12-06W,4-stars or above,Positive,Positive,Very good games,
12-06W,4-stars or above,Positive,Positive,"Hangs often, but playful.",
12-06W,4-stars or above,Positive,Positive,"Fun, exciting and enjoying. Thank you very much. I do recommend.",
12-06W,4-stars or above,Positive,Positive,Am impressed compared with other slots This one very good so far . All review after a week just to make sure my wins weren't a fluke so This one a keeper . Please try it for your self,
12-06W,4-stars or above,Positive,Positive,Great game,
12-06W,4-stars or above,General Questions,cashout,how to exchange money,
12-06W,4-stars or above,Positive,Positive,Time killer,
12-06W,4-stars or above,Positive,Positive,Fun casino games,
12-06W,4-stars or above,Positive,Positive,Very good game.,
12-06W,4-stars or above,Positive,Positive,Ok,
12-06W,4-stars or above,Numerical,賠率好,Just started playing...so far so good. Pays out well...missions are fun.,
12-06W,4-stars or above,Positive,Positive,Loveit,
12-06W,4-stars or above,Positive,Positive,Fun slots,
12-06W,4-stars or above,Positive,Positive,Likes,
12-06W,4-stars or above,Positive,Positive,I enjoying the game,
12-06W,4-stars or above,Positive,Positive,Good game,
12-06W,4-stars or above,Positive,Positive,Done,
12-06W,4-stars or above,Positive,Positive,Special thanks,
12-06W,4-stars or above,Positive,Positive,Good game,
12-06W,4-stars or above,Positive,Positive,Cool games,
12-06W,4-stars or above,Positive,Positive,Lots of fun!!,
12-06W,4-stars or above,Positive,Positive,good,
12-06W,4-stars or above,Graphic,美術好評,Beautiful graphics! Pleasant and addicting Congratulations to the designers,
12-06W,4-stars or above,Positive,Positive,Great way to kill time,
12-06W,4-stars or above,Positive,Positive,"Lots of Fun Games, Free Coins, Bonus Games, Pay-Outs are Great!!!",
12-06W,4-stars or above,Positive,Positive,"Fun fun fu
",
12-06W,4-stars or above,Positive,Positive,"The game is alright, but it is slow to give credits. Otherwise I would recommend it to everyone.",
12-06W,4-stars or above,Positive,Positive,Great games,
12-06W,4-stars or above,Positive,Positive,A lot of fun !,
12-06W,3-stars or below,Numerical,賠率差,"Great graphics, variety of games, terrible payouts, spin way to much to get progressive spins, don't waste time or money.",
12-06W,3-stars or below,Numerical,賠率差,"Made 750M in first hour - after that I couldnt buy a decent bonus and it sucked it back in 5min. Classic. The games and graphics are standard at best. 1.5 Stars is what I'm giving it. Itd be much higher if there werent a ton of other slots waaaaay better. Some slots you dont mind throwing money at, this isnt one of them - hell even without spending money youll probably end up uninstalling. #ThumbsDown #Uninstalled.",
12-06W,3-stars or below,Numerical,賠率差,"If I could have zero stars, because with over 4 trillion coins it can't even be cleared or something bigger in gain will be uninstalled immediately !!!!!",
12-06W,3-stars or below,Numerical,賠率差,"It was pretty good until about level 300 - now at level 345 it became very boring. As in real Vegas, if you stop winning, you go/switch to another Casino ... so I'm out",
12-06W,3-stars or below,Numerical,賠率差,"The graphics and playability are at their best, but with bonuses and winnings on bets from 15-30 million, it couldn't be worse. In 4 hours of the game, I couldn’t even get to 1 billion, stupidly gobbled up all the coins without recoil. And 8 devices no win-win returns at all. For advertising, they give a minuscule amount for which it will not even be promoted to the normal denomination. Someone may like it, but not me, so fix it for the better there and see if it's worth the candle.",
12-06W,3-stars or below,Numerical,賠率差,All rating stars above 1 are fake !!! When the house wins everything it is no longer a game of chance or luck it is a crooked game of FRAUD !!!!!!!,
12-06W,3-stars or below,Technician Issues,閃退或卡死,Installed .. it crashes ... it warms my cell ... Go shit,
12-06W,3-stars or below,Numerical,賠率差,"The selection of the games are great, great graphics. The reason I decided to give it two stars is because the winnings suck. I had over 1m coins and after reaching level 100, lost it all because the winnings don't come close to the bet amount. They want you to purchase coins, why would I do that, just to lose it all again.",
12-06W,3-stars or below,Numerical,赔率前后落差大，抱怨赔率,"Let you win in the front, bite at the back, rubbish games, download it quickly. hehe",
11-29W,4-stars or above,Positive,Positive,Awesome,
11-29W,4-stars or above,Positive,Positive,Great,
11-29W,4-stars or above,Positive,Positive,very good,
11-29W,4-stars or above,Numerical,賠率差,Good win rate...and fun,
11-29W,4-stars or above,Positive,Positive,Addicting,
11-29W,4-stars or above,Positive,Positive,Good,
11-29W,4-stars or above,Positive,Positive,"Game delivers what I was hoping for long time playing, try it you won't be disappointed!!",
11-29W,4-stars or above,Positive,Positive,Awesome games. Regular payouts. Well done!,
11-29W,4-stars or above,Positive,Positive,Fantastic game,
11-29W,4-stars or above,Positive,Positive,Great really like this APP,
11-29W,4-stars or above,Graphic,美術好評,"Beautiful graphics, and they pay very well, I hope they continue like this. Congratulations!!",
11-29W,4-stars or above,Positive,Positive,Just started playing but great so far,
11-29W,4-stars or above,Positive,Positive,Fun game relaxing after a crazy day,
11-29W,4-stars or above,Positive,Positive,Great,
11-29W,4-stars or above,Positive,Positive,Nice,
11-29W,4-stars or above,Positive,Positive,All round just a fun game to play!!!!,
11-29W,4-stars or above,Positive,Positive,good,
11-29W,4-stars or above,Positive,Positive,I like the game it a lot of fun money Run out to fast,
11-29W,4-stars or above,Positive,Positive,Fun fun fun,
11-29W,4-stars or above,Positive,Positive,It is fun and great to paa the time,
11-29W,4-stars or above,Positive,Positive,Great entertainment ,
11-29W,4-stars or above,Positive,Positive,like,
11-29W,4-stars or above,Positive,Positive,Brilliant,
11-29W,4-stars or above,Positive,Positive,I really enjoy it so far. I love Casino games and this is by far my favorite one I've played so far. Keep up the great work. :),
11-29W,4-stars or above,Positive,Positive,Its cool,
11-29W,4-stars or above,Positive,Positive,Dont have an opinion yet because i just began playing tonight,
11-29W,4-stars or above,Positive,Positive,Awesome game,
11-29W,4-stars or above,Positive,Positive,Great game,
11-29W,4-stars or above,Positive,Positive,This game is ausome,
11-29W,4-stars or above,Positive,Positive,It's ok,
11-29W,4-stars or above,Positive,Positive,Very exciting,
11-29W,4-stars or above,Positive,Positive,Good,
11-29W,4-stars or above,Positive,Positive,This is the best slot game I've ever played so far,
11-29W,4-stars or above,Positive,Positive,Good ,
11-29W,4-stars or above,Positive,Positive,I really like this game it keeps me going I love playing this game. Masterles.,
11-29W,4-stars or above,Positive,Positive,"Very fun an exciting casino game
",
11-29W,4-stars or above,Positive,Positive,Great game,
11-29W,4-stars or above,Positive,Positive,Love it,
11-29W,3-stars or below,Technician Issues,加載問題,No star's don't waste your time or money doesn't load,"Dec 4, 2021"
11-29W,3-stars or below,Numerical,賠率差,Worse one out there. Took 5 billion in five minutes. Ridiculous,
11-29W,3-stars or below,Positive,個人意見,Bei Gou Wei,
11-29W,3-stars or below,Positive,個人意見,Boring same as most of these games and this is just another one of the many from spinx same company does all these customer service sucks,
11-29W,3-stars or below,Technician Issues,閃退或卡死,Darn thing froze I uninstalled it,
11-29W,3-stars or below,Positive,個人意見,Not very interesting,
11-29W,3-stars or below,Positive,個人意見,What a tremendous waste of time,
11-29W,3-stars or below,Advertising,廣告太多,To many adds,
11-22W,3-stars or below,Advertising,廣告太多,The slots component is very well done and quite enjoyable to play. What really undermines the experience is the constant barrage of advertising and pops ups - many of which make it almost impossible to get back to the game. Many ads deliberately obfuscate the exit process so you end up being pushed onto Google play in an attempt to force you to install unnecessary apps. I played for a two weeks and then uninstalled for the above reason.,
11-22W,3-stars or below,Technician Issues,加載問題,Would not load,
11-22W,3-stars or below,Advertising,廣告太多,Too many game interupting ads. Horrible,
11-22W,3-stars or below,Technician Issues,加載問題,What the hell... I cannot access the game for 2 days now..... I will lose my 12 days xmas gift as well. It says no internet connection I am connected to wifi as always and can play other online games except mezn games,
11-22W,4-stars or above,Positive,Positive,Fun little game.,
11-22W,4-stars or above,Positive,Positive,Fun to play,
11-22W,4-stars or above,Positive,Positive,Entertainment,
11-22W,4-stars or above,Positive,個人意見,DD,
11-22W,4-stars or above,Positive,Positive,Soyper,
11-22W,4-stars or above,Positive,Positive,Extremely fun and devs are super nice,
11-22W,4-stars or above,Positive,Positive,nice slots game ..,
11-22W,4-stars or above,Positive,Positive,It's a good winning casino slots game to play,
11-22W,4-stars or above,Positive,Positive,Easy winning,
11-22W,4-stars or above,Positive,Positive,Great app I like it just need a free jackpot lol,
11-22W,4-stars or above,Positive,Positive,Ok casino game.,
11-22W,4-stars or above,Positive,Positive,Fun to play,
11-22W,4-stars or above,Positive,Positive,Nice,
11-22W,4-stars or above,Positive,Positive,you gain points really fast. it's great,
11-22W,4-stars or above,Positive,Positive,VERY GOOD PURSES THAT IT HIT EATS ALL THE CREDITS AND YOU CANNOT CONTINUE R PLAYING,
11-22W,4-stars or above,Positive,Positive,Like the games.,
11-22W,4-stars or above,Positive,Positive,Good,
11-22W,4-stars or above,Positive,Positive,I like it,
11-22W,4-stars or above,Positive,Positive,Super,
11-22W,4-stars or above,Positive,Positive,Top of the top continue to please us.,
11-22W,4-stars or above,Graphic,美術好評,"SUPER FUN!! BEST slots game out there. AWESOME graphics. Each game is unique, not like MOST other slots games that are all alike. Thank you, and keep up the good work. ",
11-22W,4-stars or above,Positive,Positive,Great game,
11-22W,4-stars or above,Positive,Positive,its cool,
11-22W,4-stars or above,Positive,Positive,Lots of fun,
11-22W,4-stars or above,Positive,Positive,Greeat,
11-22W,4-stars or above,Positive,Positive,Good to change dk k,
11-22W,4-stars or above,Positive,Positive,So far so good. Great graphics. Daily quests,
11-22W,4-stars or above,Positive,Positive,Fun,
11-22W,4-stars or above,Positive,Positive,good,
11-22W,4-stars or above,Positive,Positive,good game,
11-22W,4-stars or above,Positive,Positive,Fun games,
11-22W,4-stars or above,Positive,Positive,One of the best I've played so far.,
11-22W,4-stars or above,Positive,Positive,Excellent,
11-22W,4-stars or above,Technician Issues,掉綫問題,Love the games and gameplay butjust had trouble with the disconnections,"Nov 26, 2021"
11-22W,4-stars or above,Positive,Positive,Really good enjoy it,
11-22W,4-stars or above,Positive,Positive,Good,
11-22W,4-stars or above,Positive,Positive,Good game,
11-22W,4-stars or above,Positive,Positive,I recommend!,
11-22W,4-stars or above,Numerical,賠率好,Great slot payouts.o,
11-22W,4-stars or above,Positive,Positive,Good game,
11-22W,4-stars or above,Positive,Positive,Greant games,
11-22W,4-stars or above,Positive,Positive,Very fun enjoyable game!!,
11-22W,4-stars or above,Positive,Positive,"Everything is super! But don't stop there, developers! Keep delighting your audience!",
11-22W,4-stars or above,Positive,Positive,Addictive and fun to play,
11-22W,4-stars or above,Positive,Positive,Love these games,
11-22W,4-stars or above,Positive,Positive,"So good, so far!!",
11-22W,4-stars or above,Positive,Positive,Fun and challenging,
11-22W,4-stars or above,Positive,Positive,Made the game,
11-22W,4-stars or above,Positive,Positive,These slots are fun!,
11-22W,4-stars or above,Positive,Positive,Super game 5/5,
11-22W,4-stars or above,Positive,Positive,"Win some, lose some. Just like the real thing. Love It",
11-22W,4-stars or above,Numerical,賠率好,Easy winning,
11-22W,3-stars or below,Numerical,賠率差,"The game is not clear, the settings are ok, when you want to run out of coins, you win, terooss ultra teroooossssss hahaha.. funny by..",
11-22W,3-stars or below,Technician Issues,加載問題,NOT DOWNLAODING,"Nov 23, 2021"
11-22W,3-stars or below,Positive,評論與星級不符,"I think the casino is very good so far, you also win something from time to time, if it stays that way it's one of the best casinos in the Play Store.",
11-22W,3-stars or below,General Questions,cashout,How do you exchange money?,
11-22W,3-stars or below,Technician Issues,遊戲反應慢/卡頓,"GG good game, the cellphone is very slow, it looks like the memory game is big.",
11-22W,3-stars or below,Positive,個人意見,Another Chinese way to take your money,
11-22W,3-stars or below,Positive,個人意見,"Garbage,",
11-22W,3-stars or below,Technician Issues,加載問題,"After purchasing coins, I suddenly became unable to log in.","Nov 26, 2021"
11-22W,3-stars or below,Numerical,賠率差,Not enough bonus & paid out.,
11-22W,3-stars or below,Numerical,赔率前后落差大，抱怨赔率,"Fun at first until you loose all your coins trying to bet higher.Not expecting to win ever time,but come on man",
11-22W,3-stars or below,Technician Issues,加載問題,Won't load. Connection failed while updating resources. No way to play.,"Nov 28, 2021"
11-22W,3-stars or below,Numerical,賠率差,"Um. The scams are correct, at first they went wild, then they bite wildly, the stored value bite is bigger, and a small amount of money will give you medicine. no need to thank me.",
11-22W,3-stars or below,Numerical,賠率差,"I gave this game 5 stars, then it went to 3 stars. Now it's 1 star. I have played this game for 3 days. Spent 100.00 and can tell you this game is just boring. 1000 spins without 1 bonus game. Scatters are non-existent. And the payouts are pathetic. The game is a total ripoff. And it will screw you out of any money you put into it. I uninstalled it with a 2 bill balance. You monkeys can keep it. I wipe my arse you you. This game is very predictable. And is nothing but a massive disappointment",
11-15W,3-stars or below,Advertising,廣告太多,"I understand your need for ads but do they really need to be so prevalent? It seems near enough any action or spin or screen change triggers one. Again and again and again. Please, calm down the ad frenzy just a little bit, it makes for a near unplayable experience. I have uninstalled your app, the 'ad attack' has simply ruined it for me.",
11-15W,3-stars or below,Numerical,賠率差,"I changed my 5 stars to 1. All the slots are rigged, they are trying their hardest to getting your money and thats fine if you have fun for a little while but if you pay then your chances are getting less. Overall scammy slots app like every others.",
